user_id,navigation_nps,started_survey,edited_survey,published_nps
512,2022-01-07 10:43:49.026,,,
513,2022-02-02 16:01:12.326,,2022-05-24 14:25:08.869,
514,2022-05-17 18:13:14.767,,,
515,2022-01-20 11:02:22.773,2022-03-08 08:16:43.480,2022-03-08 08:16:43.490,
516,2022-01-21 16:07:11.597,,,
517,2022-05-22 15:08:46.510,,,
518,2022-04-14 22:07:54.699,,,
519,2022-01-21 12:12:12.207,,,
520,2022-01-31 09:38:25.927,,,
521,2022-02-10 08:26:12.080,,,
522,2022-01-27 15:09:23.099,,,
523,2022-01-07 16:36:51.422,,2022-02-09 18:52:49.702,
524,2022-01-28 17:25:00.460,,,
525,2022-02-24 20:43:15.920,,2022-03-21 13:35:45.851,
526,2022-02-09 15:50:21.534,,,
527,2022-02-01 08:01:38.801,,,
528,2022-04-19 06:32:19.656,,,
529,2022-04-07 15:54:10.445,,2022-05-12 15:46:55.383,
530,2022-05-09 21:07:04.675,,,
531,2022-12-12 14:36:32.166,,,
532,2022-05-23 23:53:44.891,,,
533,2022-03-10 13:54:48.538,,,
534,2022-03-01 17:32:10.707,,2022-12-13 19:22:19.176,
535,2022-01-04 19:34:59.498,,2022-03-15 18:11:53.539,
536,2022-01-24 13:41:09.389,,2022-01-24 13:41:13.359,2022-01-24 13:44:58.296
537,2022-03-04 21:28:53.006,,,
538,2022-03-21 09:17:07.417,,,
539,2022-12-16 16:28:04.106,,,
540,2022-03-30 11:54:14.223,,,
541,2022-05-04 14:30:42.962,,,
542,2022-05-12 18:45:33.963,,,
543,2022-04-19 19:43:35.167,,,
544,2022-01-19 19:59:57.787,,,
545,2022-06-02 14:31:41.187,,2022-06-02 14:31:56.892,2022-06-02 14:32:11.850
546,2022-05-16 13:19:32.504,,,
547,2022-02-25 09:35:25.017,,,
548,2022-01-06 20:38:33.156,,,
549,2022-01-04 15:57:10.705,,2022-06-16 15:26:31.682,
550,2022-02-04 18:08:12.187,,2022-02-14 23:17:15.589,
551,2022-04-05 18:38:23.736,,,
552,2022-01-10 17:33:10.589,,,
553,2022-03-30 14:29:16.554,,2022-03-30 14:29:45.637,2022-04-05 02:45:08.156
554,2022-01-10 09:15:55.113,,2022-01-20 15:40:57.100,
555,2022-01-18 19:05:05.505,,2022-02-03 18:22:41.111,
556,2022-03-16 17:15:21.831,,,
557,2022-01-15 06:38:40.628,,2022-03-15 10:43:57.849,
558,2022-05-19 12:49:52.474,,,
559,2022-01-06 07:56:33.105,,2022-01-06 20:17:44.490,
560,2022-03-18 17:56:11.229,,,
561,2022-03-14 19:09:57.354,,2022-03-14 19:15:15.584,
562,2022-05-04 14:25:17.083,,,
563,2022-12-13 13:02:54.314,,2022-12-13 13:02:58.784,
564,2022-03-10 00:58:13.326,,,
565,2022-04-12 20:09:53.836,,,
566,2022-02-24 16:08:44.019,,,
567,2022-02-23 22:17:51.640,,,
568,2022-05-24 15:32:01.414,,,
569,2022-05-06 12:20:25.871,,,
570,2022-01-05 15:33:49.294,,2022-03-24 18:38:24.033,
571,2022-02-15 13:49:26.493,,,
572,2022-12-15 19:14:32.143,,,
573,2022-01-19 10:23:17.536,,2022-01-19 10:25:11.408,
574,2022-12-14 10:23:44.148,,,
575,2022-02-09 18:25:20.889,,2022-02-09 18:25:24.954,
576,2022-01-12 13:00:38.883,,,
577,2022-12-15 20:27:33.650,,,
578,2022-01-13 21:09:10.142,,,
579,2022-02-10 22:19:45.139,,2022-09-21 15:49:26.387,
580,2022-05-30 05:30:27.498,,,
581,2022-03-24 15:44:55.150,,,
582,2022-01-18 19:03:27.713,,2022-03-29 16:47:12.667,
583,2022-04-18 14:24:13.675,2022-07-07 13:59:15.362,2022-07-07 13:59:15.433,
584,2022-04-12 17:50:07.177,2022-04-12 17:50:09.592,2022-04-12 17:50:09.599,
585,2022-03-10 17:29:56.066,,,
586,2022-02-07 15:06:55.496,,,
587,2022-05-25 17:22:43.156,,,
588,2022-01-10 09:28:14.887,,,
589,2022-01-03 23:09:25.101,,2022-04-06 21:32:25.261,
590,2022-12-14 22:09:31.798,,,
591,2022-01-03 20:21:31.233,,2022-08-09 19:20:47.015,
592,2022-02-03 16:03:32.360,,,
593,2022-01-14 15:48:52.811,,,
594,2022-05-18 01:08:51.398,,,
595,2022-02-16 18:36:54.275,,,
596,2022-05-04 18:19:05.481,,,
597,2022-03-01 11:18:58.105,,,
598,2022-01-28 16:13:09.623,,2022-01-28 16:14:20.866,
599,2022-05-25 22:28:57.126,,,
600,2022-12-12 17:04:18.832,,,
601,2022-03-16 09:26:49.382,,2022-06-15 10:15:48.938,
602,2022-05-05 16:24:41.987,,2022-05-05 16:42:39.532,
603,2022-02-15 11:09:47.427,,2022-02-15 12:09:18.079,2022-02-16 05:51:24.785
604,2022-04-21 20:01:54.135,,,
605,2022-01-11 16:04:42.483,,,
606,2022-03-29 03:54:56.302,,,
607,2022-04-28 13:30:02.460,,2022-05-03 09:36:47.359,
608,2022-03-28 11:10:28.505,,,
609,2022-05-11 13:17:52.362,,,
610,2022-01-01 22:09:44.254,,,
611,2022-04-20 18:27:52.266,,,
612,2022-05-19 14:42:56.507,,,
613,2022-12-19 07:41:54.287,,2022-12-19 09:49:19.741,
614,2022-03-22 11:21:26.913,,2022-03-22 11:21:31.282,
615,2022-02-06 22:27:23.051,,,
616,2022-02-24 21:00:11.665,,,
617,2022-03-22 14:53:28.498,,2022-03-22 14:53:55.563,
618,2022-05-11 18:16:25.058,2022-06-23 16:29:22.342,2022-06-23 16:29:22.344,
619,2022-04-14 05:40:55.657,,,
620,2022-01-06 14:44:17.091,,,
621,2022-01-26 14:54:43.066,,,
622,2022-03-16 16:25:56.850,,,
623,2022-04-19 02:27:01.835,,,
624,2022-01-17 17:40:41.943,,2022-04-11 18:21:27.163,2022-04-11 18:28:15.986
625,2022-03-22 16:08:45.272,,,
626,2022-01-24 16:11:13.504,,,
627,2022-12-15 09:43:46.210,,,
628,2022-01-04 18:31:24.811,,2022-06-21 20:35:54.954,
629,2022-12-19 06:08:31.924,,,
630,2022-03-09 00:53:36.985,,,
631,2022-12-16 13:55:24.236,,,
632,2022-03-15 10:46:46.502,2022-05-10 08:15:12.207,2022-05-10 08:15:12.208,
633,2022-02-24 04:37:44.141,,,
634,2022-03-28 22:34:15.321,,2022-08-04 19:51:13.948,
635,2022-03-10 15:42:43.014,,,
636,2022-02-22 21:27:53.264,,2022-02-24 21:41:11.425,
637,2022-01-13 15:11:26.195,,2022-01-13 15:11:43.452,
638,2022-02-02 17:27:43.675,,,
639,2022-05-18 13:45:28.646,,,
640,2022-01-12 00:07:43.049,,,
641,2022-05-25 20:35:10.635,2022-06-06 12:49:32.529,2022-06-06 12:49:32.530,
642,2022-02-08 20:20:10.036,,2022-02-10 20:44:41.744,2022-02-22 15:02:47.403
643,2022-04-20 15:21:21.136,,,
644,2022-02-15 12:40:23.187,,2022-02-15 12:40:42.086,
645,2022-04-21 20:11:52.216,,,
646,2022-02-20 17:38:25.392,,,
647,2022-02-04 13:08:27.209,,,
648,2022-02-04 03:14:06.875,,2022-02-04 03:28:33.021,
649,2022-12-13 18:06:17.647,,2022-12-13 18:06:21.370,
650,2022-01-07 23:14:48.631,,2022-10-31 15:35:25.637,
651,2022-02-28 13:37:43.069,,,
652,2022-12-12 13:05:22.032,,,
653,2022-06-01 02:22:22.519,,2022-06-07 20:34:24.467,
654,2022-05-17 20:34:19.687,,,
655,2022-03-29 22:57:03.813,,,
656,2022-05-19 14:18:50.444,,,
657,2022-03-29 16:51:45.517,,2022-03-29 16:52:41.727,
658,2022-05-03 09:11:55.700,,,
659,2022-03-02 19:18:58.831,,,
660,2022-05-03 18:27:32.269,,,
661,2022-02-21 22:44:37.381,,,
662,2022-03-28 18:40:59.657,,,
663,2022-12-14 18:29:37.223,,,
664,2022-03-16 02:40:26.078,,,
665,2022-01-13 01:32:57.380,,,
666,2022-01-03 12:28:01.236,,,
667,2022-02-21 06:36:00.886,,,
668,2022-04-20 07:45:57.508,,,
669,2022-01-07 19:38:57.367,2022-01-07 19:38:59.406,2022-01-07 19:38:59.487,2022-01-07 21:08:25.633
670,2022-02-04 11:14:06.562,,,
671,2022-02-11 15:11:37.147,,,
672,2022-03-10 14:35:44.688,,,
673,2022-01-03 13:30:37.207,,2022-10-27 14:23:33.443,
674,2022-02-14 18:34:38.028,,,
675,2022-05-20 13:58:55.696,,,
676,2022-04-22 19:30:04.665,,,
677,2022-03-14 18:58:29.097,,,
678,2022-01-04 10:18:56.362,,,
679,2022-04-06 19:02:23.840,,,
680,2022-12-13 00:23:32.900,,,
681,2022-01-05 23:16:08.982,,,
682,2022-02-03 13:33:31.022,,,
683,2022-05-23 11:39:57.663,,,
684,2022-01-24 21:44:48.034,,,
685,2022-04-26 13:57:49.121,,,
686,2022-01-21 18:44:45.291,,2022-04-22 22:44:06.755,
687,2022-04-13 16:40:20.463,,,
688,2022-05-04 15:31:54.647,,,
689,2022-12-14 17:19:50.792,,,
690,2022-02-09 12:58:08.630,,,
691,2022-02-01 18:57:41.745,,2022-02-20 20:31:50.132,
692,2022-02-10 14:22:58.302,,,
693,2022-01-19 15:33:38.711,2022-03-14 14:52:00.097,2022-03-14 14:52:00.107,
694,2022-04-06 15:37:41.263,,,
695,2022-01-03 09:29:26.487,,2022-05-09 09:13:10.429,
696,2022-12-16 17:51:05.200,,,
697,2022-12-14 13:22:59.113,,,
698,2022-02-22 09:38:11.346,,,
699,2022-05-23 17:22:57.773,,,
700,2022-12-16 12:19:12.341,,,
701,2022-03-30 03:33:59.309,,,
702,2022-01-19 08:15:36.029,2022-06-27 07:54:15.957,2022-06-27 07:54:15.957,
703,2022-01-14 19:19:47.478,,,
704,2022-02-07 13:24:09.651,,,
705,2022-04-19 12:35:59.900,,,
706,2022-05-11 10:17:42.611,2022-05-11 10:19:10.361,2022-05-11 10:19:10.366,
707,2022-05-02 13:26:01.964,,,
708,2022-05-21 18:36:36.711,,,
709,2022-04-11 10:14:19.818,2022-04-11 10:14:31.241,2022-04-11 10:14:31.408,
710,2022-03-14 14:27:55.269,,,
711,2022-02-25 16:30:54.841,,,
712,2022-01-17 13:44:20.568,,,
713,2022-05-03 16:16:04.995,,,
714,2022-01-13 20:31:32.277,,,
715,2022-01-05 10:26:49.871,,,
716,2022-01-24 16:35:37.749,,,
717,2022-01-06 16:53:40.273,,2022-03-15 21:39:21.342,
718,2022-01-03 09:31:14.365,,,
719,2022-04-07 14:30:48.752,,,
720,2022-02-10 09:49:53.884,2022-02-10 09:49:58.174,2022-02-10 09:49:58.187,
721,2022-06-02 21:57:22.071,,,
722,2022-03-08 21:19:38.796,2022-03-08 21:20:03.504,2022-03-08 21:20:03.511,
723,2022-03-02 16:23:28.788,,2022-09-22 14:54:49.906,
724,2022-01-28 19:37:33.259,,,
725,2022-05-16 14:23:06.278,,,
726,2022-03-08 17:30:21.042,,,
727,2022-01-10 13:41:39.568,,,
728,2022-02-08 09:27:50.063,,,
729,2022-01-04 21:44:06.096,,2022-01-10 21:02:59.622,
730,2022-02-07 14:35:57.069,,,
731,2022-03-29 12:22:17.269,,,
732,2022-01-17 03:19:31.849,,2022-01-19 13:22:16.531,
733,2022-12-15 09:45:59.129,,,
734,2022-02-07 00:58:05.088,,2022-02-07 00:58:18.212,2022-03-24 02:22:56.469
735,2022-03-28 06:25:01.437,,,
736,2022-04-27 01:21:56.198,2022-04-27 04:42:09.914,2022-04-27 04:42:09.916,
737,2022-12-16 18:22:17.789,,2022-12-16 18:22:27.346,
738,2022-01-11 16:38:49.781,2022-01-26 17:15:32.595,2022-01-26 17:15:32.668,
739,2022-05-02 21:13:36.161,,,
740,2022-01-12 22:08:46.585,,,
741,2022-01-10 09:26:20.417,,2022-01-10 14:30:51.105,
742,2022-04-15 11:39:36.089,,,
743,2022-04-25 17:34:15.484,,,
744,2022-02-16 12:16:26.237,,,
745,2022-03-16 20:26:27.946,,2022-03-16 20:26:40.065,
746,2022-03-01 12:34:12.247,,,
747,2022-02-08 16:39:02.571,,,
748,2022-01-10 16:38:34.867,,,
749,2022-01-01 18:01:30.354,,2022-03-24 16:55:57.041,
750,2022-01-04 16:18:35.286,,2022-02-01 16:11:10.580,
751,2022-04-29 17:25:21.631,,,
752,2022-01-04 13:17:53.018,,2022-09-14 19:49:26.648,
753,2022-05-31 16:01:04.593,,,
754,2022-03-23 18:59:12.388,,,
755,2022-02-17 16:34:53.295,2022-02-17 16:34:54.858,2022-02-17 16:34:54.869,2022-02-17 16:40:11.283
756,2022-04-18 16:31:49.444,,,
757,2022-01-21 13:28:50.190,,2022-01-21 13:28:57.100,
758,2022-03-30 14:16:48.066,,,
759,2022-03-24 03:16:42.211,,,
760,2022-04-02 11:16:42.890,,,
761,2022-01-03 20:00:49.921,,,
762,2022-04-14 16:35:50.882,,,
763,2022-04-19 18:22:16.570,,,
764,2022-01-03 16:37:24.950,,2022-02-14 16:20:17.856,
765,2022-01-18 11:06:05.504,,,
766,2022-12-19 13:09:12.653,,2022-12-19 17:23:16.747,
767,2022-03-09 12:31:26.358,,,
768,2022-04-12 11:22:53.735,,,
769,2022-01-04 12:10:12.211,,2022-02-14 11:45:26.822,
770,2022-01-06 14:01:28.550,,,
771,2022-02-14 15:49:33.245,,,
772,2022-02-22 14:39:52.762,,2022-02-22 14:40:02.903,
773,2022-04-25 08:59:59.323,,,
774,2022-05-19 05:14:11.845,,,
775,2022-02-10 20:41:02.109,,2022-02-10 20:41:05.362,
776,2022-02-14 16:33:36.729,2022-02-14 16:33:38.174,2022-02-14 16:33:38.180,
777,2022-12-21 17:53:50.050,,,
778,2022-02-13 22:01:14.650,,,
779,2022-02-21 09:20:12.092,,,
780,2022-01-05 22:19:00.791,,,
781,2022-04-13 13:31:33.079,,,
782,2022-01-31 17:46:58.076,,,
783,2022-01-03 08:11:14.646,,,
784,2022-01-05 12:56:10.824,,2022-01-05 12:56:29.945,2022-02-01 10:07:49.273
785,2022-01-26 09:53:26.477,,2022-07-13 15:09:03.798,
786,2022-01-19 20:58:46.958,,,
787,2022-05-02 12:26:08.986,,,
788,2022-03-23 14:19:58.836,,2022-07-18 14:46:17.670,
789,2022-01-17 14:56:31.964,,2022-02-10 03:19:05.214,
790,2022-01-25 04:13:31.063,,,
791,2022-04-27 15:53:51.933,,2022-10-11 18:26:30.789,
792,2022-05-05 18:29:20.659,,,
793,2022-01-06 23:15:20.456,,,
794,2022-01-21 00:34:36.945,,2022-09-13 00:13:41.305,
795,2022-05-09 13:53:36.576,,,
796,2022-02-18 17:17:14.114,,,
797,2022-03-14 23:12:45.307,,,
798,2022-02-09 09:49:21.793,,2022-03-23 14:12:16.214,
799,2022-01-04 21:44:28.107,,,
800,2022-01-12 16:05:31.691,2022-07-12 17:53:14.734,2022-07-12 17:53:14.765,
801,2022-05-09 13:34:35.542,,,
802,2022-03-03 16:15:20.226,,2022-04-11 14:52:57.650,
803,2022-12-19 07:49:44.431,,,
804,2022-05-31 18:41:50.244,2022-05-31 18:42:15.949,2022-05-31 18:42:15.949,
805,2022-01-12 06:13:06.246,,,
806,2022-04-22 19:20:55.951,,2022-05-23 18:11:27.618,
807,2022-01-27 16:26:07.097,,,
808,2022-02-11 13:01:13.542,,,
809,2022-01-27 14:58:53.814,,2022-01-27 14:59:01.392,
810,2022-01-13 19:00:00.453,,,
811,2022-01-10 14:44:04.540,,,
812,2022-12-20 23:46:20.152,,,
813,2022-01-03 12:10:35.210,,,
814,2022-01-14 10:51:24.826,,,
815,2022-01-04 16:18:08.031,,,
816,2022-02-01 15:05:54.028,,,
817,2022-05-28 13:15:38.939,,,
818,2022-02-01 14:50:09.487,,,
819,2022-04-04 18:26:47.871,,,
820,2022-05-13 15:25:39.354,,,
821,2022-02-11 05:53:57.620,,,
822,2022-04-19 13:39:25.967,2022-04-19 13:39:40.993,2022-04-19 13:39:41.175,
823,2022-01-12 09:08:37.160,,,
824,2022-02-03 16:34:04.613,,,
825,2022-05-31 09:09:51.269,,,
826,2022-02-03 20:57:33.998,,,
827,2022-04-19 09:57:43.107,,2022-04-19 09:58:38.727,
828,2022-02-23 07:43:05.545,,,
829,2022-03-15 10:40:24.504,,,
830,2022-01-15 19:12:17.055,,,
831,2022-03-01 17:21:52.994,2022-03-23 15:26:13.989,2022-03-23 15:26:13.989,
832,2022-12-13 10:09:59.278,,,
833,2022-02-15 15:40:17.583,,2022-03-10 13:49:59.706,
834,2022-02-17 16:49:23.304,,,
835,2022-02-01 14:29:58.209,,,
836,2022-03-14 12:34:31.857,,,
837,2022-01-10 15:34:25.953,,,
838,2022-04-21 14:22:10.404,,,
839,2022-04-29 23:34:20.753,,2022-08-08 14:12:41.412,
840,2022-02-09 12:21:40.884,,,
841,2022-02-02 15:21:22.491,,2022-02-02 15:25:51.522,
842,2022-04-25 19:57:00.571,,2022-08-08 20:48:52.672,
843,2022-01-05 00:27:51.096,,2022-03-24 22:29:25.026,
844,2022-02-10 19:28:04.006,,,
845,2022-04-27 16:56:45.097,,,
846,2022-01-31 04:35:46.469,,,
847,2022-01-04 15:47:16.653,,,
848,2022-02-07 09:48:54.823,,,
849,2022-01-06 10:33:43.147,,2022-01-06 10:34:10.612,
850,2022-01-10 09:57:44.090,,2022-02-08 14:23:34.453,
851,2022-01-20 19:27:08.711,,2022-01-24 19:11:33.794,2022-05-05 17:46:28.553
852,2022-04-06 22:26:04.198,,2022-04-06 22:38:55.601,
853,2022-01-11 00:12:26.554,,2022-01-12 01:25:30.436,
854,2022-03-14 21:24:23.112,,,
855,2022-01-04 13:12:25.880,,,
856,2022-05-11 19:23:09.277,,2022-07-28 15:50:41.642,
857,2022-05-10 13:34:01.509,,,
858,2022-04-15 17:16:58.677,,2022-04-15 17:28:27.270,
859,2022-03-15 15:49:52.870,,,
860,2022-04-28 13:11:50.354,,,
861,2022-05-19 02:51:16.941,,,
862,2022-01-12 21:26:28.696,,2022-01-12 21:27:30.811,
863,2022-01-18 02:21:54.394,,,
864,2022-02-10 17:36:21.198,,2022-03-04 19:20:38.265,
865,2022-02-01 21:10:16.979,,,
866,2022-03-03 15:08:07.497,,,
867,2022-04-19 18:23:11.762,2022-04-26 20:16:59.697,2022-04-26 20:16:59.702,2022-04-26 20:19:51.638
868,2022-05-10 19:57:59.996,,,
869,2022-12-21 17:29:54.860,,2022-12-21 17:30:00.739,
870,2022-01-03 11:11:30.598,,2022-06-02 08:13:36.020,
871,2022-02-08 05:48:22.775,,,
872,2022-01-10 07:58:15.799,,,
873,2022-01-12 15:36:16.029,,2022-07-12 18:51:38.364,
874,2022-03-07 19:17:16.003,,,
875,2022-02-08 14:14:42.540,,2022-02-16 15:32:20.756,
876,2022-01-05 10:53:55.380,,,
877,2022-01-12 17:43:18.010,,2022-01-13 23:13:58.526,
878,2022-05-05 20:09:12.786,,2022-05-09 19:43:04.116,
879,2022-01-20 13:24:16.560,,2022-10-06 06:47:43.898,
880,2022-03-15 18:23:58.114,,2022-03-15 18:24:05.076,2022-03-15 18:31:09.829
881,2022-02-09 11:54:41.971,2022-04-04 20:13:59.056,2022-04-04 20:13:59.067,
882,2022-03-01 13:32:25.422,,,
883,2022-01-10 20:39:41.978,,,
884,2022-02-10 19:50:53.354,,,
885,2022-01-24 19:59:13.735,,2022-01-24 19:59:20.383,
886,2022-04-20 03:40:11.361,,,
887,2022-02-04 12:23:57.930,,,
888,2022-02-04 14:45:16.322,,,
889,2022-01-03 10:12:08.071,,,
890,2022-12-20 17:29:48.729,,,
891,2022-02-28 10:25:47.883,2022-03-14 03:23:10.887,2022-03-14 03:23:11.125,
892,2022-02-10 17:07:24.131,,2022-02-10 17:07:29.268,
893,2022-01-13 21:58:51.973,,2022-01-20 02:47:23.080,2022-02-03 21:59:45.336
894,2022-01-22 00:14:55.806,2022-01-22 00:14:57.915,2022-01-22 00:14:58.033,
895,2022-03-04 09:34:39.988,,,
896,2022-01-03 08:01:45.221,,,
897,2022-02-25 17:03:43.367,,,
898,2022-03-24 14:47:46.527,,,
899,2022-01-04 21:15:28.387,,2022-01-14 20:07:17.516,
900,2022-05-04 14:24:13.074,,,
901,2022-01-12 00:10:48.326,,,
902,2022-12-14 17:16:26.803,,,
903,2022-03-29 11:01:57.179,,2022-09-30 13:15:03.972,
904,2022-04-27 21:23:10.453,,,
905,2022-02-01 18:22:14.864,,,
906,2022-04-25 12:13:45.815,,,
907,2022-04-28 16:37:47.498,,,
908,2022-05-27 17:15:34.980,2022-09-01 17:04:32.431,2022-09-01 17:04:32.452,
909,2022-04-06 15:14:59.440,,,
910,2022-01-11 12:23:40.902,,2022-01-11 12:24:21.556,
911,2022-02-07 22:47:48.678,,,
912,2022-04-14 20:30:29.844,,,
913,2022-02-17 23:07:23.487,,2022-07-13 23:59:12.519,
914,2022-02-02 19:55:52.750,,,
915,2022-12-15 14:21:21.180,,,
916,2022-02-23 22:28:10.057,,,
917,2022-01-20 16:42:06.843,,,
918,2022-05-05 15:24:49.550,,,
919,2022-03-03 21:55:13.638,,,
920,2022-03-14 17:11:26.089,,,
921,2022-02-01 23:02:55.796,,,
922,2022-01-06 20:37:01.046,,2022-04-18 21:32:43.737,
923,2022-04-21 12:03:21.705,,,
924,2022-02-24 16:15:10.300,,2022-02-24 16:20:47.996,2022-02-28 17:05:10.414
925,2022-01-04 17:04:36.845,,,
926,2022-12-12 18:47:06.466,,,
927,2022-02-09 17:45:23.821,,,
928,2022-02-03 06:46:54.573,,,
929,2022-01-16 08:48:16.151,2022-01-16 08:48:19.742,2022-01-16 08:48:19.876,
930,2022-01-28 17:41:35.172,,,
931,2022-01-12 10:58:38.511,,2022-04-01 08:50:12.476,
932,2022-01-06 18:04:29.755,,2022-04-13 14:12:38.577,
933,2022-02-01 20:09:53.714,,2022-08-11 22:51:03.132,
934,2022-05-04 18:15:06.626,,,
935,2022-03-08 16:06:26.451,,,
936,2022-04-19 19:27:39.493,2022-04-19 19:27:43.257,2022-04-19 19:27:43.311,
937,2022-02-01 23:12:59.756,,,
938,2022-02-18 17:16:19.188,,2022-03-14 21:29:22.957,
939,2022-01-06 14:31:17.443,,,
940,2022-01-17 05:40:05.092,,2022-01-19 02:35:01.886,
941,2022-06-02 18:26:30.107,,,
942,2022-03-04 14:00:15.209,,,
943,2022-02-10 11:32:11.909,,2022-08-24 13:56:28.795,
944,2022-01-18 15:35:16.345,,2022-02-16 15:42:20.784,
945,2022-01-03 17:55:55.480,,2022-01-07 21:46:34.092,
946,2022-03-01 19:05:50.532,,,
947,2022-04-15 13:43:19.958,,2022-06-24 14:42:36.556,
948,2022-12-14 09:53:47.583,,,
949,2022-01-11 13:51:31.021,2022-01-11 14:07:04.470,2022-01-11 14:07:04.619,
950,2022-05-17 12:47:36.735,,,
951,2022-01-05 17:22:06.211,,,
952,2022-04-13 12:12:31.525,,2022-04-13 12:33:31.680,
953,2022-01-20 03:28:00.112,,,
954,2022-01-05 16:20:14.495,,2022-01-07 15:53:45.734,
955,2022-02-09 15:27:01.584,,,
956,2022-03-25 10:16:43.767,,,
957,2022-02-21 18:49:02.292,,,
958,2022-12-20 06:45:01.890,,,
959,2022-03-09 22:12:09.218,,2022-06-25 14:44:16.133,
960,2022-02-21 13:53:46.329,,,
961,2022-01-04 14:48:00.837,,,
962,2022-03-01 17:51:21.294,,,
963,2022-01-19 13:35:21.219,,,
964,2022-05-16 20:41:11.888,,2022-05-16 21:54:06.815,
965,2022-01-03 15:03:57.867,,2022-01-19 13:12:56.531,
966,2022-02-21 07:27:42.136,,,
967,2022-04-13 02:39:37.819,,,
968,2022-01-31 22:59:50.300,,,
969,2022-02-25 19:17:03.900,2022-02-25 19:17:13.737,2022-02-25 19:17:13.760,
970,2022-04-12 10:05:36.960,,,
971,2022-04-11 04:41:33.534,,,
972,2022-04-14 17:43:19.524,,,
973,2022-04-19 19:56:51.842,,,
974,2022-01-19 17:17:56.690,,2022-01-19 17:19:10.165,
975,2022-01-25 12:33:29.089,,2022-04-13 11:19:02.328,
976,2022-01-10 18:38:58.002,,,
977,2022-12-16 12:44:08.402,,,
978,2022-04-07 20:21:29.827,,,
979,2022-03-01 11:22:52.535,,,
980,2022-01-04 04:38:07.788,,,
981,2022-05-11 12:58:00.369,,,
982,2022-02-23 14:23:57.080,,,
983,2022-01-20 13:07:30.265,,2022-03-04 12:52:22.303,
984,2022-03-27 12:42:46.763,,,
985,2022-01-11 12:14:06.617,,2022-01-11 12:47:58.458,
986,2022-02-02 20:40:43.818,,,
987,2022-01-13 22:01:31.218,,2022-05-24 18:27:56.834,
988,2022-01-13 20:11:01.648,,,
989,2022-02-16 12:06:44.719,,2022-03-01 09:56:44.509,
990,2022-01-27 22:10:55.113,,,
991,2022-05-03 20:34:30.202,2022-05-31 14:42:08.231,2022-05-31 14:42:08.235,
992,2022-04-12 05:12:42.419,,,
993,2022-01-10 20:23:26.069,,2022-01-10 20:23:39.391,2022-03-28 19:42:10.974
994,2022-02-23 14:53:33.388,,,
995,2022-02-09 23:10:20.098,,,
996,2022-01-26 13:35:17.942,,2022-01-26 13:35:20.871,
997,2022-01-27 13:50:26.739,,2022-06-24 10:36:57.902,
998,2022-01-27 15:07:28.894,,2022-01-27 15:07:40.762,
999,2022-03-25 19:44:34.399,,2022-05-25 14:29:44.058,
1000,2022-01-05 12:48:57.776,,2022-01-06 13:50:21.698,
1001,2022-01-05 04:26:32.473,,2022-01-05 04:26:34.561,
1002,2022-12-09 21:54:45.362,,,
1003,2022-01-19 15:16:49.132,,2022-03-25 20:01:50.836,
1004,2022-02-23 20:29:35.635,,,
1005,2022-04-12 21:40:43.798,,,
1006,2022-01-13 16:22:26.757,,2022-01-13 16:22:34.391,
1007,2022-12-19 14:24:28.287,,2022-12-19 14:24:57.346,
1008,2022-02-22 10:46:34.084,,,
1009,2022-01-24 06:43:01.837,,,
1010,2022-02-14 17:26:23.531,,,
1011,2022-02-18 11:35:57.046,,,
1012,2022-03-16 14:31:03.495,,,
1013,2022-01-19 15:41:14.977,,2022-01-26 15:31:13.371,
1014,2022-03-02 12:13:37.687,,,
1015,2022-04-29 15:40:07.065,,,
1016,2022-12-13 18:47:12.559,,,
1017,2022-02-22 16:59:07.580,,,
1018,2022-05-27 04:15:50.504,,,
1019,2022-01-06 05:22:42.422,,,
1020,2022-03-31 11:49:55.720,,,
1021,2022-03-02 09:40:53.556,,2022-04-19 14:13:50.515,
1022,2022-01-26 22:40:37.590,,,
1023,2022-06-02 13:26:17.539,,,
1024,2022-02-11 20:25:13.713,,,
1025,2022-02-02 19:28:03.904,,2022-02-21 22:26:42.290,
1026,2022-04-07 16:18:04.430,,,
1027,2022-01-11 17:47:02.438,,,
1028,2022-03-03 15:05:49.029,,,
1029,2022-03-10 07:35:58.223,,,
1030,2022-02-28 22:32:00.604,,,
1031,2022-02-28 13:39:17.239,,,
1032,2022-03-11 20:57:25.834,,,
1033,2022-01-11 17:34:59.878,,,
1034,2022-04-11 08:51:14.525,,,
1035,2022-03-25 22:42:28.229,,,
1036,2022-03-23 20:49:04.324,,,
1037,2022-04-22 18:46:00.109,,,
1038,2022-01-10 21:05:35.230,,,
1039,2022-01-04 20:37:11.790,,2022-01-28 21:03:57.680,
1040,2022-12-16 19:47:43.927,,,
1041,2022-01-21 15:42:53.881,,2022-02-08 15:31:57.501,
1042,2022-05-11 12:30:17.128,,,
1043,2022-01-05 06:36:08.890,,2022-01-05 06:36:14.519,
1044,2022-04-28 07:14:25.002,,,
1045,2022-01-19 16:17:26.282,,,
1046,2022-04-19 04:12:57.697,,,
1047,2022-05-18 14:52:54.018,,2022-05-25 14:47:44.580,
1048,2022-12-16 16:40:24.690,,,
1049,2022-03-29 21:46:05.396,,,
1050,2022-03-17 11:28:57.061,,2022-03-30 12:48:47.758,
